load_factor,n_faults,fault_fraction,baseline,metric,mean,ci_95,min,max,n
0.8,8,0.25,no_mitigation,slo_violation_rate,0.8186389498619624,0.07579180341730958,0.6275408429557073,0.9342276625271323,10
0.8,8,0.25,no_mitigation,affected_ratio,0.06265544707491708,7.453431374520268e-05,0.0625671531340501,0.06287491509670039,10
0.85,2,0.0625,adaptive,p99_latency,0.03661745693571829,0.0003155000696657902,0.03598379954686991,0.037154497907110125,10
0.85,2,0.0625,adaptive,p999_latency,0.04268630268676227,0.001632486177685296,0.04000563657368253,0.04797482713908205,10
0.85,2,0.0625,adaptive,p95_latency,0.02978464574776814,0.0001231319810542146,0.029479617915939112,0.03000140684247743,10
0.85,2,0.0625,adaptive,p50_latency,0.018001636607732685,8.295273252403586e-05,0.01775616365834054,0.018151148016961827,10
0.85,2,0.0625,adaptive,avg_latency,0.018531089661350524,0.00010954004801457863,0.018217360152622483,0.018743594044297218,10
0.85,2,0.0625,adaptive,max_latency,0.2226185225077592,0.023129628243557708,0.19644375360143673,0.2775684995741905,10
0.85,2,0.0625,adaptive,tail_ratio,2.034089616984537,0.012398069578215465,2.0063745394845514,2.0625349538052133,10
0.85,2,0.0625,adaptive,throughput,2716.5581818181818,4.874370857069413,2701.181818181818,2725.6363636363635,10
0.85,2,0.0625,adaptive,goodput,2715.4836363636364,4.772675439925095,2700.418181818182,2724.690909090909,10
0.85,2,0.0625,adaptive,slo_violation_rate,0.0003954294819148338,0.00010390485572206238,0.00028270454010029283,0.0008015496626811836,10
0.85,2,0.0625,adaptive,affected_ratio,0.0004007806649221619,0.00010079608697684871,0.0002894356005788712,0.0007948700821588404,10
0.85,2,0.0625,no_mitigation,p99_latency,0.14171006775887546,0.0005949870811034002,0.14055981990976463,0.14264442176856867,10
0.85,2,0.0625,no_mitigation,p999_latency,0.1981793665018411,0.00047010479651463376,0.1970686176929203,0.19892091607792065,10
0.85,2,0.0625,no_mitigation,p95_latency,0.03165038656758905,0.00022166475285185212,0.031140176560940702,0.03195911795254478,10
0.85,2,0.0625,no_mitigation,p50_latency,0.017946497838274532,7.73948187181169e-05,0.017775883208869914,0.018077334866301698,10
0.85,2,0.0625,no_mitigation,avg_latency,0.02037715883763806,9.094704148628832e-05,0.020204492378087104,0.020517739931391638,10
0.85,2,0.0625,no_mitigation,max_latency,0.2718143202018231,0.011440356489782482,0.24965823309928936,0.2921081277935187,10
0.85,2,0.0625,no_mitigation,tail_ratio,7.896319456503297,0.02338707793757851,7.848234767745969,7.965672645646737,10
0.85,2,0.0625,no_mitigation,throughput,2719.918181818182,3.9966375623902337,2711.836363636364,2726.981818181818,10
0.85,2,0.0625,no_mitigation,goodput,2679.938181818182,3.9975684298023317,2671.909090909091,2687.0363636363636,10
0.85,2,0.0625,no_mitigation,slo_violation_rate,0.014699028185469198,2.3957358860040267e-05,0.014648229144442073,0.014762941866309264,10
0.85,2,0.0625,no_mitigation,affected_ratio,0.014695696673587172,2.6512626951588684e-05,0.014648229144442073,0.014750152529986389,10
0.85,4,0.125,adaptive,p99_latency,0.2171868349596166,0.002528986503553672,0.2087685715444554,0.22145724985336127,10
0.85,4,0.125,adaptive,p999_latency,0.27823372986384076,0.004500309722048651,0.2693517643754613,0.29127152484415453,10
0.85,4,0.125,adaptive,p95_latency,0.04346584773020982,0.0009677448414219792,0.04162352522691837,0.04671788259469577,10
0.85,4,0.125,adaptive,p50_latency,0.023151135267501566,0.00027431688442941456,0.022292193132003035,0.02361434525082373,10
0.85,4,0.125,adaptive,avg_latency,0.02854356328478729,0.0002822385857842701,0.027749003282642917,0.029210519370167897,10
0.85,4,0.125,adaptive,max_latency,0.3613332649667066,0.017533085604536456,0.3395818029175537,0.4066516166976655,10
0.85,4,0.125,adaptive,tail_ratio,9.38157960649015,0.05480855507435783,9.254431711335814,9.529908674050823,10
0.85,4,0.125,adaptive,throughput,2719.4854545454546,4.232657229745966,2707.0363636363636,2725.7090909090907,10
0.85,4,0.125,adaptive,goodput,2629.6800000000003,5.759426548197348,2615.8545454545456,2638.163636363636,10
0.85,4,0.125,adaptive,slo_violation_rate,0.03302148155094331,0.0019577313907134203,0.030708888041070127,0.04030310711474579,10
0.85,4,0.125,adaptive,affected_ratio,0.029399394684455505,4.277936476321733e-05,0.029330149285590405,0.029525747714709814,10
0.85,4,0.125,no_mitigation,p99_latency,0.2170352627985613,0.002107711182120835,0.21295362107250737,0.2213623123244911,10
0.85,4,0.125,no_mitigation,p999_latency,0.2771204207090893,0.003928044138757373,0.27174198575120445,0.2883551390276328,10
0.85,4,0.125,no_mitigation,p95_latency,0.043258253541296234,0.000748581635367266,0.042241689547027755,0.04559652740134679,10
0.85,4,0.125,no_mitigation,p50_latency,0.023103277348596008,0.0002746116009593614,0.0226115132818272,0.023641714937902236,10
0.85,4,0.125,no_mitigation,avg_latency,0.028515170468005734,0.0002786198152458059,0.028045613585233078,0.02915100183516737,10
0.85,4,0.125,no_mitigation,max_latency,0.352666939411783,0.013496318688229435,0.3243751502399874,0.383013119768858,10
0.85,4,0.125,no_mitigation,tail_ratio,9.39467174092066,0.040321864668837346,9.268360426078063,9.46300738772917,10
0.85,4,0.125,no_mitigation,throughput,2718.663636363636,4.755421988803513,2709.5636363636363,2730.2727272727275,10
0.85,4,0.125,no_mitigation,goodput,2631.101818181818,4.331871276358521,2624.2727272727275,2640.090909090909,10
0.85,4,0.125,no_mitigation,slo_violation_rate,0.032206309156981104,0.0010802647291065226,0.031189266083843693,0.0361480354473628,10
0.85,4,0.125,no_mitigation,affected_ratio,0.02940699116289528,5.355659621574262e-05,0.029281124096826823,0.029504918604807216,10
0.85,6,0.1875,adaptive,p99_latency,0.8176911224448865,0.09585849585240427,0.649777956819124,1.0270180453503894,10
0.85,6,0.1875,adaptive,p999_latency,1.0555694875409023,0.12867193747258923,0.8137308458723255,1.4469502882080703,10
0.85,6,0.1875,adaptive,p95_latency,0.20353730922147456,0.028680635411937327,0.1514568041658304,0.2967235243885914,10
0.85,6,0.1875,adaptive,p50_latency,0.10388414189670687,0.0161711841615088,0.0773850453015612,0.14262842447270785,10
0.85,6,0.1875,adaptive,avg_latency,0.12679527941208452,0.01726659055918717,0.0956444800915649,0.17379140618552488,10
0.85,6,0.1875,adaptive,max_latency,1.1676879962166224,0.13577312411776307,0.9022547767960845,1.5781494550850113,10
0.85,6,0.1875,adaptive,tail_ratio,7.964670836499666,0.5001970321893681,6.852983421878939,8.972683720332903,10
0.85,6,0.1875,adaptive,throughput,2713.4690909090905,2.603109446565122,2708.0,2717.4545454545455,10
0.85,6,0.1875,adaptive,goodput,384.9545454545455,151.57468681186603,91.2909090909091,681.3818181818182,10
0.85,6,0.1875,adaptive,slo_violation_rate,0.8580451136783711,0.05600081098167962,0.7484849094972517,0.9664021305639571,10
0.85,6,0.1875,adaptive,affected_ratio,0.04420244731310076,3.52805960848163e-05,0.04413220928676569,0.04427957566805425,10
0.85,6,0.1875,no_mitigation,p99_latency,0.8539265126096207,0.19594159854330384,0.5392210006629327,1.2990490338028624,10
0.85,6,0.1875,no_mitigation,p999_latency,1.0368800814167973,0.2086704973067427,0.7478160757108369,1.5968415474833082,10
0.85,6,0.1875,no_mitigation,p95_latency,0.19665459162710902,0.0436573614813266,0.13795617427269063,0.30916081429262865,10
0.85,6,0.1875,no_mitigation,p50_latency,0.11741502720260363,0.03666846744857669,0.06192205812640239,0.20749968290131093,10
0.85,6,0.1875,no_mitigation,avg_latency,0.13693190386717916,0.03555362137697985,0.08118295104572859,0.2194547886132973,10
0.85,6,0.1875,no_mitigation,max_latency,1.1543375589914715,0.21348576940541852,0.8621812459918701,1.74259709678131,10
0.85,6,0.1875,no_mitigation,tail_ratio,7.615339256947408,0.852484579692933,6.2410928431141635,9.713016887848115,10
0.85,6,0.1875,no_mitigation,throughput,2714.5,2.092560921145212,2708.909090909091,2716.981818181818,10
0.85,6,0.1875,no_mitigation,goodput,358.24363636363637,204.0308650023417,77.92727272727272,922.0727272727273,10
0.85,6,0.1875,no_mitigation,slo_violation_rate,0.8679265201135623,0.07533670324155527,0.6596147392442446,0.9713134504176483,10
0.85,6,0.1875,no_mitigation,affected_ratio,0.044185647725292425,3.365957543427241e-05,0.04414461443735025,0.04427142761259145,10
0.85,8,0.25,adaptive,p99_latency,9.14845115786207,0.3161844278088825,8.220305510712675,9.631165590280848,10
0.85,8,0.25,adaptive,p999_latency,10.682966348699178,0.3067855028387316,9.897886314098137,11.289450070625588,10
0.85,8,0.25,adaptive,p95_latency,2.5739897090348207,0.08431107769093267,2.3651538795738354,2.7690356524754307,10
0.85,8,0.25,adaptive,p50_latency,1.3416605478213497,0.06380611939625631,1.172428833690546,1.4293421503954349,10
0.85,8,0.25,adaptive,avg_latency,1.5440165310445635,0.0560021033093107,1.3794397160134697,1.6277227869483473,10
0.85,8,0.25,adaptive,max_latency,10.890078443571209,0.31154453624515965,10.036041565520499,11.495736328112145,10
0.85,8,0.25,adaptive,tail_ratio,6.828007028047372,0.14052803587798912,6.559027753412484,7.09120173340163,10
0.85,8,0.25,adaptive,throughput,2558.3945454545456,0.19953177226822275,2557.927272727273,2558.7454545454543,10
0.85,8,0.25,adaptive,goodput,29.20181818181818,5.8024410490324865,17.618181818181817,44.92727272727273,10
0.85,8,0.25,adaptive,slo_violation_rate,0.9885857122713327,0.0022686098219798696,0.9824360632898795,0.9931139362843682,10
0.85,8,0.25,adaptive,affected_ratio,0.06250297665878664,1.5562898521424146e-05,0.06245780598213461,0.06252932061470225,10
0.85,8,0.25,no_mitigation,p99_latency,9.432463785606526,0.3023962045812602,8.669181603924777,10.01172489104169,10
0.85,8,0.25,no_mitigation,p999_latency,11.002997501397768,0.3292603531353632,10.27208553796554,11.769780831291675,10
0.85,8,0.25,no_mitigation,p95_latency,2.6719896864491535,0.09608410088433035,2.5111832017719604,2.814584721255336,10
0.85,8,0.25,no_mitigation,p50_latency,1.3998537560918702,0.05971801477948841,1.2118593641384514,1.5138464643568952,10
0.85,8,0.25,no_mitigation,avg_latency,1.6068670768890214,0.06070759769179276,1.4391976153543786,1.7156412333755637,10
0.85,8,0.25,no_mitigation,max_latency,11.226992408159592,0.33338654333860157,10.604572532996336,11.992940596715975,10
0.85,8,0.25,no_mitigation,tail_ratio,6.745803349489743,0.14049363623953998,6.43553371216614,7.153620181074368,10
0.85,8,0.25,no_mitigation,throughput,2558.1709090909094,0.24793581538195814,2557.5272727272727,2558.690909090909,10
0.85,8,0.25,no_mitigation,goodput,35.11090909090909,9.117942578453528,20.581818181818182,54.69090909090909,10
0.85,8,0.25,no_mitigation,slo_violation_rate,0.9862745205094485,0.0035654563328033776,0.978617380486938,0.9919551420997648,10
0.85,8,0.25,no_mitigation,affected_ratio,0.06250062310360281,1.321238371687623e-05,0.062461356965695644,0.06253421005864582,10
0.9,2,0.0625,adaptive,p99_latency,0.16502186808697206,0.002317362539057982,0.15789320380217306,0.1688105405650836,10
0.9,2,0.0625,adaptive,p999_latency,0.2411978604723108,0.00202904198155234,0.23723428893304502,0.24508089187250026,10
0.9,2,0.0625,adaptive,p95_latency,0.038837246461425126,0.0004372413938363068,0.03813703279901626,0.03992011328618333,10
0.9,2,0.0625,adaptive,p50_latency,0.02220642700631297,0.0002832592582409028,0.021552236834754268,0.02280188343013556,10
0.9,2,0.0625,adaptive,avg_latency,0.024880622004902424,0.00023845693284013409,0.024378327776964873,0.0254095672730882,10
0.9,2,0.0625,adaptive,max_latency,0.3299678416948262,0.01582731135098179,0.29701673096673176,0.3598867669110959,10
0.9,2,0.0625,adaptive,tail_ratio,7.431402263675262,0.05638349786625211,7.320689790228902,7.585472958671443,10
0.9,2,0.0625,adaptive,throughput,2875.5890909090913,4.974340064968226,2864.509090909091,2885.7818181818184,10
0.9,2,0.0625,adaptive,goodput,2830.9909090909096,6.266774461154509,2815.0,2841.0363636363636,10
0.9,2,0.0625,adaptive,slo_violation_rate,0.015509994037229812,0.0010006330658801788,0.014230238941523204,0.019095407345459614,10
0.9,2,0.0625,adaptive,affected_ratio,0.013901414871572065,2.4759108671298727e-05,0.013861061757330612,0.013963998273542031,10
0.9,2,0.0625,no_mitigation,p99_latency,0.1665505859568591,0.002033475119804895,0.16095626572135913,0.17069830297084793,10
0.9,2,0.0625,no_mitigation,p999_latency,0.24225440881376592,0.0019979744722347574,0.23893560591227814,0.24714602051664444,10
0.9,2,0.0625,no_mitigation,p95_latency,0.03906690251243407,0.00047086011807529946,0.03813443899579098,0.040066862099544985,10
0.9,2,0.0625,no_mitigation,p50_latency,0.022453822725381566,0.0003904356638028965,0.021771312622852257,0.023241477960445955,10
0.9,2,0.0625,no_mitigation,avg_latency,0.02509891112273726,0.00034907187563059874,0.02447582467006448,0.02576676092328569,10
0.9,2,0.0625,no_mitigation,max_latency,0.3313652144046227,0.013238108309125333,0.2991752722900678,0.367015324830092,10
0.9,2,0.0625,no_mitigation,tail_ratio,7.419086411919426,0.07289433601671133,7.28802994790079,7.608778973079521,10
0.9,2,0.0625,no_mitigation,throughput,2879.7927272727275,6.626905734465337,2867.6363636363635,2895.163636363636,10
0.9,2,0.0625,no_mitigation,goodput,2835.092727272727,6.125491667800574,2825.5272727272727,2850.818181818182,10
0.9,2,0.0625,no_mitigation,slo_violation_rate,0.015520891550451698,0.0007595824607894424,0.014513061120973877,0.017324537959917747,10
0.9,2,0.0625,no_mitigation,affected_ratio,0.013878665587212657,3.5325622776503536e-05,0.013791024529937074,0.01394242962211514,10
0.9,4,0.125,adaptive,p99_latency,0.6245863737202971,0.1384508084697414,0.3826479685114913,0.974036435125941,10
0.9,4,0.125,adaptive,p999_latency,0.8576248728939866,0.15401814502306377,0.5031936632514163,1.2234005768698326,10
0.9,4,0.125,adaptive,p95_latency,0.15891125053034333,0.03142708139656159,0.08783756819742122,0.23096982647904832,10
0.9,4,0.125,adaptive,p50_latency,0.09054196222028317,0.02665531399771279,0.05024466726057497,0.16024501392005952,10
0.9,4,0.125,adaptive,avg_latency,0.10289995666195653,0.025719983541719716,0.05839222405704015,0.1744663630466024,10
0.9,4,0.125,adaptive,max_latency,0.9940145944170471,0.16058382206214908,0.6372116516321427,1.3302750220934811,10
0.9,4,0.125,adaptive,tail_ratio,7.131150039776658,0.5321811640171792,5.977315693301082,8.38563891253368,10
0.9,4,0.125,adaptive,throughput,2872.0272727272722,3.2484196811813253,2863.9636363636364,2878.2181818181816,10
0.9,4,0.125,adaptive,goodput,684.1345454545454,307.9608531628345,82.6,1421.2363636363636,10
0.9,4,0.125,adaptive,slo_violation_rate,0.7615868850716955,0.10753405457392759,0.5037519521578486,0.9713016891763844,10
0.9,4,0.125,adaptive,affected_ratio,0.027837223235739856,3.142176538839597e-05,0.02776970600497783,0.02789564820276673,10
0.9,4,0.125,no_mitigation,p99_latency,0.5959960666637584,0.13600370544282914,0.3763152374549279,0.9585390238814195,10
0.9,4,0.125,no_mitigation,p999_latency,0.7996584596166812,0.18019659634248686,0.5195363015121632,1.2882578620548122,10
0.9,4,0.125,no_mitigation,p95_latency,0.14679071921112788,0.03601382482432904,0.08974364255442138,0.24466400152032622,10
0.9,4,0.125,no_mitigation,p50_latency,0.08686782690464723,0.023294821556910376,0.047914049893158506,0.147082693935765,10
0.9,4,0.125,no_mitigation,avg_latency,0.09672692288728416,0.024230670238917725,0.05677235266341446,0.16282896951750592,10
0.9,4,0.125,no_mitigation,max_latency,0.9104982335333425,0.17520359688680132,0.6491951326122987,1.3945605676976243,10
0.9,4,0.125,no_mitigation,tail_ratio,7.004039131287163,0.41928235556498133,6.147299417390836,7.8539643026222405,10
0.9,4,0.125,no_mitigation,throughput,2871.101818181818,3.2464051135412415,2860.090909090909,2874.7636363636366,10
0.9,4,0.125,no_mitigation,goodput,734.7890909090909,297.69751806486823,270.96363636363634,1548.4727272727273,10
0.9,4,0.125,no_mitigation,slo_violation_rate,0.7438840111666121,0.1041035357922238,0.45859317885636186,0.9057309127712063,10
0.9,4,0.125,no_mitigation,affected_ratio,0.027842396534035224,3.090550049995687e-05,0.0278037796948921,0.02795206763929945,10
0.9,6,0.1875,adaptive,p99_latency,8.845300262026786,0.43715765444560933,7.969051845020072,10.005956602380278,10
0.9,6,0.1875,adaptive,p999_latency,11.096699991869276,0.5749069931993731,9.480771400609092,12.218885962156245,10
0.9,6,0.1875,adaptive,p95_latency,2.6472698234688616,0.14037905904331846,2.2543688379701643,2.9110466805586794,10
0.9,6,0.1875,adaptive,p50_latency,1.399293696414976,0.08353323670752937,1.2296224023931153,1.5846437984814052,10
0.9,6,0.1875,adaptive,avg_latency,1.5461386923822371,0.08718637153351287,1.3767417086765728,1.744918667500838,10
0.9,6,0.1875,adaptive,max_latency,11.384595654394033,0.5783067720409447,9.756530724116459,12.46322056881602,10
0.9,6,0.1875,adaptive,tail_ratio,6.330903744088444,0.14893140709738997,5.982562653548803,6.704312187596369,10
0.9,6,0.1875,adaptive,throughput,2718.46,0.18997688121458808,2718.090909090909,2718.927272727273,10
0.9,6,0.1875,adaptive,goodput,30.80181818181818,6.312475165062519,23.545454545454547,51.054545454545455,10
0.9,6,0.1875,adaptive,slo_violation_rate,0.9886692223184461,0.0023226821459220487,0.9812172656673289,0.9913388354579382,10
0.9,6,0.1875,adaptive,affected_ratio,0.04411655570725181,7.002806270008889e-06,0.044099059032816815,0.04412738546746132,10
0.9,6,0.1875,no_mitigation,p99_latency,8.479016733925922,0.3291924070863724,7.821949046826911,9.330173648415904,10
0.9,6,0.1875,no_mitigation,p999_latency,10.907666973073605,0.3274863208707881,10.408919131197413,11.885372930885856,10
0.9,6,0.1875,no_mitigation,p95_latency,2.617991970537169,0.0772033755607953,2.519415626493767,2.875751007351672,10
0.9,6,0.1875,no_mitigation,p50_latency,1.3303206436727792,0.0688941699629753,1.214868295060917,1.496183949991341,10
0.9,6,0.1875,no_mitigation,avg_latency,1.4974446479950008,0.05943829061138031,1.3701273232760558,1.6401211445331492,10
0.9,6,0.1875,no_mitigation,max_latency,11.176128578500377,0.33460350799009553,10.63062332921178,12.135679403438019,10
0.9,6,0.1875,no_mitigation,tail_ratio,6.38176177432925,0.111108033038412,6.131965605123741,6.686385332826386,10
0.9,6,0.1875,no_mitigation,throughput,2718.3727272727274,0.2105507390725571,2717.7818181818184,2718.7454545454543,10
0.9,6,0.1875,no_mitigation,goodput,33.46,6.281097598268859,23.381818181818183,48.763636363636365,10
0.9,6,0.1875,no_mitigation,slo_violation_rate,0.9876910657294783,0.0023110634908824123,0.9820575603098783,0.9913990864037346,10
0.9,6,0.1875,no_mitigation,affected_ratio,0.04410994587387123,1.1341021249895082e-05,0.044077614056678864,0.044127875869448906,10
0.9,8,0.25,adaptive,p99_latency,15.445983833133914,0.2523949242344332,14.69705237066426,16.0168843574164,10
0.9,8,0.25,adaptive,p999_latency,18.13837369350851,0.28569796663900876,17.5302938843999,18.787428688485242,10
0.9,8,0.25,adaptive,p95_latency,4.98727902084792,0.08232747416842505,4.790712928268089,5.1633959687871505,10
0.9,8,0.25,adaptive,p50_latency,2.6199838674157654,0.0595876085782799,2.4797551383999856,2.7611576575257306,10
0.9,8,0.25,adaptive,avg_latency,2.9324210181032955,0.05312952517608965,2.8040256572909343,3.044313543501687,10
0.9,8,0.25,adaptive,max_latency,18.457481798333706,0.2803751494434189,17.849037267612346,19.089177741043216,10
0.9,8,0.25,adaptive,tail_ratio,5.897227003376639,0.056540309149586236,5.800785881878657,6.0580861936807295,10
0.9,8,0.25,adaptive,throughput,2558.769090909091,0.20019010852429964,2558.327272727273,2559.1454545454544,10
0.9,8,0.25,adaptive,goodput,17.489090909090912,1.9852829296109722,14.127272727272727,23.0,10
0.9,8,0.25,adaptive,slo_violation_rate,0.9931649673848156,0.0007762147816511645,0.9910109644915333,0.9944791422420225,10
0.9,8,0.25,adaptive,affected_ratio,0.06248814300465595,1.174163166640845e-05,0.06246979560508287,0.06252531785006148,10
0.9,8,0.25,no_mitigation,p99_latency,15.433237084818762,0.22679480012254521,15.020484997760605,15.90037263795197,10
0.9,8,0.25,no_mitigation,p999_latency,18.036379121935195,0.2216606604918942,17.640780450333782,18.467291831843365,10
0.9,8,0.25,no_mitigation,p95_latency,4.974023820554883,0.08941248908586005,4.774432893791547,5.161499118615909,10
0.9,8,0.25,no_mitigation,p50_latency,2.6025506044553746,0.04706612925842446,2.5173685361368356,2.692146243141881,10
0.9,8,0.25,no_mitigation,avg_latency,2.917582486529369,0.05002994107331134,2.82975359106375,3.015702634425879,10
0.9,8,0.25,no_mitigation,max_latency,18.353425206225936,0.23395171587465532,17.94024831478695,18.846279040648014,10
0.9,8,0.25,no_mitigation,tail_ratio,5.930788660545569,0.03318776156495343,5.875145945625292,6.014418759898306,10
0.9,8,0.25,no_mitigation,throughput,2558.7127272727275,0.1340222486895628,2558.4,2559.1454545454544,10
0.9,8,0.25,no_mitigation,goodput,15.296363636363637,1.054337994505042,13.10909090909091,18.29090909090909,10
0.9,8,0.25,no_mitigation,slo_violation_rate,0.9940218590584081,0.00041199650813059856,0.9928513057381417,0.9948766414643851,10
0.9,8,0.25,no_mitigation,affected_ratio,0.062483123742955726,6.988043260095636e-06,0.062474241455268954,0.06250355335721189,10
